sample_name,medical_term,matched_text,plain_language_explanation,occurrence_count_in_document,example_sentence
Leiomyosarcoma,anc,ANC,A type of white blood cell in the blood that fights infections.,3,"On admission, the patient's white blood count was 3.4, hemoglobin 11.3, platelet count 82, and ANC of 2400."
Chest Pain & Respiratory Insufficiency,angina,angina,Chest pain from reduced blood flow to the heart.,1,"This demonstrated patent vein grafts and patent internal mammary vessel and so there was no obvious new disease.,She may continue in the future to have angina and she will have nitroglycerin available for that if needed.,Her blood pressure has been elevated and so instead of metoprolol, we have started her on Coreg 6.25 mg b.i.d."
Chest Pain & Respiratory Insufficiency,angiogram,angiogram,An angiogram is a picture of your blood vessels and how blood moves through them using x-rays or a computer.,1,We did a coronary angiogram.
Discharge Summary - 6,angiogram,angiogram,An angiogram is a picture of your blood vessels and how blood moves through them using x-rays or a computer.,1,"On MM/DD/YYYY, left heart catheterization, coronary angiogram, left ventriculogram, coronary angioplasty with four Multi-Link Vision bare metal stents, two placed to the LAD in two placed to the RCA.,DISCHARGE INSTRUCTIONS: Mr."
Discharge Summary - 9,angiogram,angiogram,An angiogram is a picture of your blood vessels and how blood moves through them using x-rays or a computer.,2,"XYZ in consultation who recommended that the patient should have a small bowel follow through and eventually angiogram as an outpatient.,2."
Discharge Summary - COPD,angiography,angiography,Angiography is a way to take a picture of the inside of blood vessels.,1,"CT angiography, negative for pulmonary arterial embolism.,3."
Discharge Summary - 6,angioplasty,angioplasty,Angioplasty is a procedure that widens a narrowed blood vessel.,1,"On MM/DD/YYYY, left heart catheterization, coronary angiogram, left ventriculogram, coronary angioplasty with four Multi-Link Vision bare metal stents, two placed to the LAD in two placed to the RCA.,DISCHARGE INSTRUCTIONS: Mr."
Discharge Summary - 9,angioplasty,angioplasty,Angioplasty is a procedure that widens a narrowed blood vessel.,2,"History of coronary artery disease, status post angioplasty and stent.,7."
Discharge Summary - 15,anion,anion,A particle that carries a negative charge.,1,"Sodium 137, potassium 3.4, chloride 103, CO2 20, BUN 21, creatinine 0.9, and anion gap 14, glucose 90, total protein 8.1, albumin 4.5, calcium 8.8, bilirubin 1.5, AST 26, ALT 16, alkaline phosphatase 118."
Hip Surgery - Discharge Summar,anion,anion,A particle that carries a negative charge.,1,"There is no pedal edema.,MENTAL STATUS: Alert and oriented x3, pleasant and cooperative during the exam.,LABORATORY DATA: , Initial workup included chemistry panel, which was unremarkable with the exception of a fasting glucose of 122 and an anion gap that was slightly decreased at 6."
Knee Surgery - Discharge Summary,anion,anion,A particle that carries a negative charge.,1,"Creatinine was 0.8, BUN was 8, anion gap was slightly decreased at 5, fasting glucose was 102."
Anterior Cervical Discectomy & Fusion - Discharge Summary,anterior,anterior,The front part of the body or an organ.,1,"Moderate stenosis C5-6.,OPERATION: , On 06/25/07, anterior cervical discectomy and fusions C4-5, C5-6, C6-7 using Bengal cages and Slimlock plate C4 to C7; intraoperative x-ray.,This is a 60-year-old white male who was in the office on 05/01/07 because of neck pain with left radiculopathy and ""tension headaches."" In the last year or so, he has had more and more difficulty and more recently has developed tingling and numbness into the fingers of the left hand greater than right."
Bronchiolitis - Discharge Summary,anterior,anterior,The front part of the body or an organ.,1,"Vital signs were stable within normal limits on room air.,GENERAL: She is sleeping and in no acute distress.,HEENT: Her anterior fontanelle was soft and flat."
CVA - Discharge Summary,anterior,anterior,The front part of the body or an organ.,2,"Old coronary infarct, anterior aspect of the right external capsule.,3."
Discharge Summary - 9,anterior,anterior,The front part of the body or an organ.,1,"An echocardiogram done showed an ejection fraction of about 30% to 35%, mild water decrease in LV systolic function, with multiple segmental wall motion abnormalities, a small anterior pericardial effusion, but no electrocardiographic signs of cardiac tamponade."
Goldenhar Syndrome - Discharge Summary,anterior,anterior,The front part of the body or an organ.,1,"Her left side of the face is deformed with microglia present, micrognathia present, and a moderate amount of torticollis.,VITAL SIGNS: Presently, her temperature is 98, pulse 152, respirations 36, weight is 3.98 kg, pulse oximetry on room air is 95%.,HEENT: Head is with anterior fontanelle open."
Neck Pain - Discharge Summary,anterior,Anterior,The front part of the body or an organ.,2,"Anterior cervical discectomy with decompression C4-C5, C5-C6, and C6-C7.,2."
Neonatal Discharge Summary - 1,anterior,anterior,The front part of the body or an organ.,1,"The lab showing normal antegrade flow across the right coronary artery as well as the left main and left anterior descending coronary artery, then the circumflex coronary artery.,CNS:, Infant had a head ultrasound done to rule out intracranial abnormalities and intracranial hemorrhage."
Cholestasis Of Pregnancy,antibiotic,antibiotic,Medicines that kill bacteria.,1,"daily, and topical triple antibiotic to incision b.i.d."
Chronic Abscesses - Discharge Summary,antibiotic,antibiotic,Medicines that kill bacteria.,3,He assisted in further antibiotic coverage throughout the rest of his hospitalization.
Discharge Summary - 1,antibiotic,antibiotic,Medicines that kill bacteria.,1,He needs to finish seven days of antibiotic treatment for his UTI.
Discharge Summary - 19,antibiotic,antibiotic,Medicines that kill bacteria.,1,"Over the course of her hospitalization, the patient was started on antibiotic regimen and proton pump inhibitors for an episode of coffee-ground emesis."
Discharge Summary - 7,antibiotic,antibiotic,Medicines that kill bacteria.,1,No other antibiotic therapy was prescribed.
Discharge Summary - Hemodialysis,antibiotic,antibiotic,Medicines that kill bacteria.,1,"The patient was found to have lumbar diskitis and was going to require extensive antibiotic therapy, which was the cause of need for continued hospitalization."
Abscess with Cellulitis - Discharge Summary,antibiotics,antibiotics,Medicine that kills bacteria.,2,"The patient progressively improved with IV antibiotics and local wound care and was discharged from the hospital on 06/19/07 in excellent condition.,DISCHARGE MEDICATIONS: , Lorcet 10/650 mg, dispense 24 tablets, one tablet to be taken by mouth q.6h as needed for pain."
Cellulitis - Discharge Summary,antibiotics,antibiotics,Medicine that kills bacteria.,1,"Decision was made to admit him to the hospital.,HOSPITAL COURSE:, The patient was admitted on 03/26/08 and was started on IV antibiotics elevation, was also counseled to minimizing the cigarette smoking."
Cholestasis Of Pregnancy,antibiotics,antibiotics,Medicine that kills bacteria.,2,It was felt that this was a sign of very early chorioamnionitis and therapeutic antibiotics were given throughout her stay.
Chronic Abscesses - Discharge Summary,antibiotics,antibiotics,Medicine that kills bacteria.,4,He was treated with broad spectrum antibiotics.
Death Summary - 2,antibiotics,antibiotics,Medicine that kills bacteria.,2,"In the ER, she was given oral antibiotics."
Discharge Summary,antibiotics,antibiotics,Medicine that kills bacteria.,1,"Allergic rhinitis.,HOSPITAL COURSE:, This 83-year-old patient had some cold symptoms, was treated as bronchitis with antibiotics."
Discharge Summary - 12,antibiotics,antibiotics,Medicine that kills bacteria.,1,"Digoxin level of 4.1.,HOSPITAL COURSE: , The patient was admitted and intravenous fluids and antibiotics were administered."
Discharge Summary - 17,antibiotics,antibiotics,Medicine that kills bacteria.,2,She was started on antibiotics.
Discharge Summary - 2,antibiotics,antibiotics,Medicine that kills bacteria.,1,She was thought to have bronchitis as well and was treated with antibiotics.
Discharge Summary - 3,antibiotics,antibiotics,Medicine that kills bacteria.,1,She was empirically treated with a course of antibiotics of Avelox for ten days.
Discharge Summary - COPD,antibiotics,antibiotics,Medicine that kills bacteria.,1,"The patient started on IV steroid, bronchodilator as well as antibiotics.,He also complained of chest pain that appears to be more pleuritic with history of coronary artery disease and orthopnea."
Discharge Summary - Lymphoma,antibiotics,antibiotics,Medicine that kills bacteria.,5,This was likely secondary to the need to initiate treatment with antibiotics secondary to infection.
Discharge Summary - Respiratory Distress,antibiotics,antibiotics,Medicine that kills bacteria.,1,The patient was not started on any antibiotics and his fever resolved.
Knee Osteoarthrosis - Discharge Summary,antibiotics,antibiotics,Medicine that kills bacteria.,1,Routine postoperative antibiotics were administered.
Neonatal Discharge Summary - 1,antibiotics,antibiotics,Medicine that kills bacteria.,2,"The ultrasound was negative for intracranial hemorrhage.,INFECTIOUS DISEASE:, The patient had been on antibiotics during the stay at Madera."
Pneumonia & COPD - Discharge Summary,antibiotics,antibiotics,Medicine that kills bacteria.,1,The patient subsequently responded well as well received IV antibiotics including Levaquin and Zosyn.
Prematurity - Discharge Summary,antibiotics,antibiotics,Medicine that kills bacteria.,2,"She did have antibiotics, ampicillin and gentamicin for approximately 48 hours to cover for possible group B streptococcus."
Pyelonephritis - Discharge Summary,antibiotics,antibiotics,Medicine that kills bacteria.,1,Her symptoms responded to IV antibiotics and she remained clinically stable.
Discharge Summary - 15,antibody,antibody,Antibodies are proteins that your body makes to fight off infections.,1,"Thyroid peroxidase antibody studies are pending.,HOSPITAL COURSE: ,The child was observed on IV fluids and advanced to clear liquids and then regular diet as tolerated."
Discharge Summary - 17,antibody,antibody,Antibodies are proteins that your body makes to fight off infections.,2,Hepatitis A antibody IgM was negative.
Discharge Summary - Lymphoma,antibody,antibody,Antibodies are proteins that your body makes to fight off infections.,1,"During the admission, we did obtain a HIT antibody, which was negative."
Neonatal Discharge Summary,antibody,antibody,Antibodies are proteins that your body makes to fight off infections.,1,"Prenatal labs were O positive, antibody negative, rubella immune, RPR nonreactive."
Leiomyosarcoma,anticoagulation,anticoagulation,Using medications to prevent blood from clotting.,1,"Her course was complicated by pulmonary embolus, pneumonia, and subdural hematoma while on anticoagulation."
